screen_name,cap_en,cap_unv
mrjoecobb,0.0014187924969112314,0.0021009963244625067
ersle,0.3868425932473016,0.29676876603976116
Lisannevlt,0.0020801266669107617,0.005778300973814037
mass_mont,0.011259346570646776,0.014565852401308765
Kayla_harkrider,0.001725457650971877,0.0020139366550120737
MERKAVA05071982,0.15990913252190533,0.10460347933351005
pstout7,0.005363701003450149,0.007183846426565749
surveyorX,0.003134129284123964,0.009037049400998034
KingTherapy,0.0026183131920431966,0.005778300973814037
rokdawg,0.001725457650971877,0.0021984408773070953
debjones334,0.008750694009244317,0.023811568542435598
rainaftersno,0.0022344951904619756,0.003116817556886547
OldtexanKay,0.14157391067567082,0.08385114734671234
agitpopworld,0.42020504633925215,0.1998825988113924
sonny_scroggins,0.05942480200270631,0.01859922727344653
Salamandrecus,0.004775575529426348,0.012907437350993261
SharonD480785,0.009922300094567935,0.011448498001345467
LBSpiers13,0.018904416758651326,0.012907437350993261
LJden1,0.15990913252190533,0.3254134937439308
mariapdotcom,0.004775575529426348,0.007183846426565749
aprotim,0.0012183789109573519,0.0021984408773070953
FreddaLMartinez,0.0060434470460022415,0.014565852401308765
SJSVGreenTech,0.004268306222830912,0.010164988287386762
stardesert418,0.011259346570646776,0.011448498001345467
hjanovervo,0.0024124820419756166,0.0043042404804791
guylepage3,0.0019457839054003979,0.0029102973297387607
kaylamarie413,0.04142512584947667,0.023811568542435598
LynnEA58,0.07583235670880943,0.07519311407072778
PrtkYdv,0.004268306222830912,0.0029102973297387607
mithmar,0.032183220269696264,0.01859922727344653
smlombardi,0.0019457839054003979,0.003116817556886547
martinnanooo,0.05942480200270631,0.09360841931572118
Malwes99Marla,0.0020801266669107617,0.003626193494014071
jubileenetwork,0.0015543510151536995,0.0020139366550120737
RobinMCouch,0.0018284205282117316,0.003940623559956331
barca_hrf13690,0.004268306222830912,0.0043042404804791
napturallyhazel,0.0018284205282117316,0.0029102973297387607
badass1972,0.032183220269696264,0.01859922727344653
patricecross51,0.012788431177246198,0.06747906081432216
hulahick,0.014543680863094452,0.006431292840898396
mohogg57,0.0024124820419756166,0.004725361816828223
3nigma777,0.004775575529426348,0.021041094138717433
KyManInTheWoods,0.05272348371475359,0.08385114734671234
Marsha886,0.0026183131920431966,0.009037049400998034
Crunk5454,0.28686866458066024,0.16230758351843008
TJK_III,0.0024124820419756166,0.005213309669283597
loveDbeach007,0.02470203924309943,0.038677030425236264
GautierSevens,0.0020801266669107617,0.0021009963244625067
Schmidtlepp,0.0014187924969112314,0.0021009963244625067
tankionline96,0.9615147589542459,0.921247939164411
Anibanani2,0.0024124820419756166,0.0033536770167744536
memphisanthro,0.014543680863094452,0.021041094138717433
wechoosewisdom,0.11046376827194711,0.06747906081432216
beth4hope,0.0024124820419756166,0.009037049400998034
livsophie,0.0016347149115980926,0.0033536770167744536
genghisgalahad2,0.002856940094612955,0.014565852401308765
youknowtherest,0.0014828129117616376,0.0043042404804791
CarrieWilbur1,0.0020801266669107617,0.0033536770167744536
elguaposweater,0.0024124820419756166,0.005778300973814037
LuluRiver3,0.002856940094612955,0.0043042404804791
keramirez,0.3528904417922491,0.06747906081432216
Chaber_666,0.032183220269696264,0.009037049400998034
Jon_Bowen,0.0013611897321404152,0.0029102973297387607
cjsienna55,0.0060434470460022415,0.021041094138717433
WiseKty,0.3868425932473016,0.504016168377861
VirginiaShores,0.0019457839054003979,0.003116817556886547
sdiryan,0.5906777151076118,0.08385114734671234
dinahger,0.0026183131920431966,0.004725361816828223
MicheleHawks2,0.0016347149115980926,0.0029102973297387607
AndrewR55651048,0.014543680863094452,0.009037049400998034
jftaveira1993,0.007724054879521963,0.009037049400998034
MaryRuberry,0.0015543510151536995,0.0027296301902785666
marilynwinders,0.016566752245969804,0.005213309669283597
kianainhi808,0.004775575529426348,0.003116817556886547
H4N4W4LT,0.0014828129117616376,0.0021009963244625067
zenveteran,0.11046376827194711,0.18030310025096605
llendonmar46,0.05942480200270631,0.03435849422907052
AmyLGalles,0.0016347149115980926,0.0024313661894161103
LauraLAbythesea,0.004775575529426348,0.003940623559956331
Cahokia12,0.18036203754175442,0.13065598435976788
authenticFNL,0.001725457650971877,0.004725361816828223
Chuck122049,0.48270052072345504,0.29676876603976116
FleurFranceC,0.0019457839054003979,0.0027296301902785666
wtpbn,0.5650534221025286,0.14577620294303828
GerardoOrrantia,0.0034565375041747688,0.0024313661894161103
johnthepiper,0.03657805288858329,0.04861529098537897
bdcoley3,0.0013611897321404152,0.0021984408773070953
patriotkris,0.22851217352302083,0.08385114734671234
KirstinStone,0.0013611897321404152,0.0021984408773070953
opalessense,0.014543680863094452,0.14577620294303828
HollarDollar,0.0019457839054003979,0.003116817556886547
LeftonMain,0.00682617488477388,0.005213309669283597
jebeckett,0.0034565375041747688,0.007183846426565749
twtbawbags,0.0022344951904619756,0.012907437350993261
oneadam1212,0.00682617488477388,0.006431292840898396
hiMICHAELsales,0.0026183131920431966,0.0024313661894161103
CharliePurrker,0.016566752245969804,0.038677030425236264
Fenwaynine,0.0026183131920431966,0.006431292840898396
BobbyRayParris,0.004775575529426348,0.010164988287386762
Kalee2012101,0.032183220269696264,0.06747906081432216
odalys_ortiz,0.002856940094612955,0.009037049400998034
TerryPe60130013,0.09741389119048932,0.1998825988113924
qgold_gman,0.004775575529426348,0.003940623559956331
judy3birds,0.3528904417922491,0.5856427244085384
AgnesClaire,0.0024124820419756166,0.009037049400998034
Ahnid,0.0015543510151536995,0.003116817556886547
planetscape,0.046773782504080826,0.021041094138717433
anu1491,0.011259346570646776,0.030450444848239933
rfrankh53,0.005363701003450149,0.005213309669283597
Wolfrum,0.0020801266669107617,0.010164988287386762
Scarletthrirty2,0.014543680863094452,0.09360841931572118
buckster619,0.02470203924309943,0.07519311407072778
tammiefields,0.005363701003450149,0.007183846426565749
Nancy88249406,0.008750694009244317,0.005778300973814037
BruceFrench1,0.0034565375041747688,0.021041094138717433
SassyMouth2012,0.0015543510151536995,0.004725361816828223
DCSDSTEM,0.0060434470460022415,0.01859922727344653
ihaterichbeckys,0.0060434470460022415,0.007183846426565749
BlueBlu71147833,0.007724054879521963,0.021041094138717433
hanzel609,0.018904416758651326,0.012907437350993261
drclgrab,0.48270052072345504,0.13065598435976788
LeoBorispoppy,0.014543680863094452,0.021041094138717433
AlbertSmirh,0.016566752245969804,0.021041094138717433
brnpowr,0.0026183131920431966,0.0029102973297387607
jmknieriem,0.2564674002687074,0.07519311407072778
alienastromusic,0.45227900229523627,0.10460347933351005
DLeastep,0.0060434470460022415,0.0027296301902785666
AnnTheo5,0.05272348371475359,0.10460347933351005
HenshallHarold,0.12514574764971045,0.22121616027906205
Lauriefirelily,0.003134129284123964,0.026940288992638697
Sarahs_eyebrows,0.0013611897321404152,0.0021984408773070953
Bob_Gedron,0.0060434470460022415,0.007183846426565749
turbolars,0.0022344951904619756,0.012907437350993261
hopeobaker,0.0024124820419756166,0.0027296301902785666
SuzaSusza,0.3868425932473016,0.4158259511579834
AdamsonKathleen,0.0020801266669107617,0.003940623559956331
CuyahogaOEM,0.004775575529426348,0.030450444848239933
jennifer_0780,0.11046376827194711,0.10460347933351005
BBqSable,0.07583235670880943,0.014565852401308765
screamandletyou,0.016566752245969804,0.021041094138717433
MuckRock,0.018904416758651326,0.03435849422907052
mozuckerman,0.0034565375041747688,0.011448498001345467
IsidorMeyer1,0.04142512584947667,0.14577620294303828
wodecki54,0.14157391067567082,0.10460347933351005
RamblingRingo,0.0014828129117616376,0.0033536770167744536
megloops,0.004268306222830912,0.007183846426565749
ALEsmiol,0.001725457650971877,0.004725361816828223
